,Unnamed: 0,Date,Time,Comp,Round,Day,Venue,Result,GF,GA,Opponent,xG,xGA,Poss,Attendance,Captain,Formation,Opp Formation,Referee,Match Report,Notes,Sh,SoT,Dist,FK,PK,PKatt,Season,Team
308,4,2023-09-16,15:00,Premier League,Matchweek 5,Sat,Home,L,1,3,Manchester City,0.9,3.6,32.0,62475.0,Kurt Zouma,4-2-3-1,4-2-3-1,Andy Madley,Match Report,,6.0,3.0,12.1,0.0,0,0,2024,West Ham United
309,6,2023-09-24,14:00,Premier League,Matchweek 6,Sun,Away,L,1,3,Liverpool,1.1,3.0,37.0,50136.0,Kurt Zouma,4-2-3-1,4-3-3,Chris Kavanagh,Match Report,,11.0,4.0,13.5,0.0,0,0,2024,West Ham United
312,11,2023-10-22,16:30,Premier League,Matchweek 9,Sun,Away,L,1,4,Aston Villa,1.1,1.9,42.0,41734.0,Kurt Zouma,4-2-3-1,4-4-2,David Coote,Match Report,,14.0,4.0,15.2,1.0,0,0,2024,West Ham United
313,13,2023-10-29,13:00,Premier League,Matchweek 10,Sun,Home,L,0,1,Everton,0.7,0.8,64.0,62469.0,Kurt Zouma,4-2-3-1,4-4-1-1,Stuart Attwell,Match Report,,12.0,2.0,17.3,0.0,0,0,2024,West Ham United
314,15,2023-11-04,15:00,Premier League,Matchweek 11,Sat,Away,L,2,3,Brentford,1.8,1.5,42.0,17103.0,James Ward-Prowse,4-4-2,4-3-3,Thomas Bramall,Match Report,,12.0,2.0,15.3,0.0,0,0,2024,West Ham United
319,22,2023-12-10,14:00,Premier League,Matchweek 16,Sun,Away,L,0,5,Fulham,1.3,2.3,37.0,23988.0,Kurt Zouma,4-4-1-1,4-2-3-1,Paul Tierney,Match Report,,9.0,5.0,19.2,1.0,0,0,2024,West Ham United
326,33,2024-02-04,14:00,Premier League,Matchweek 23,Sun,Away,L,0,3,Manchester Utd,1.4,0.7,49.0,73612.0,Kurt Zouma,4-2-3-1,4-2-3-1,Andy Madley,Match Report,,22.0,3.0,18.9,1.0,0,0,2024,West Ham United
327,34,2024-02-11,14:00,Premier League,Matchweek 24,Sun,Home,L,0,6,Arsenal,0.2,3.6,30.0,62475.0,Kurt Zouma,4-2-3-1,4-3-3,Craig Pawson,Match Report,,5.0,1.0,19.9,0.0,0,0,2024,West Ham United
328,35,2024-02-17,15:00,Premier League,Matchweek 25,Sat,Away,L,0,2,Nott'ham Forest,0.5,2.8,51.0,29490.0,Kurt Zouma,4-2-3-1,4-2-3-1,Thomas Bramall,Match Report,,10.0,3.0,18.9,1.0,0,0,2024,West Ham United
333,42,2024-03-30,12:30,Premier League,Matchweek 30,Sat,Away,L,3,4,Newcastle Utd,1.4,4.1,40.0,52199.0,Kurt Zouma,4-2-3-1,4-3-3,Robert Jones,Match Report,,10.0,4.0,14.1,0.0,0,0,2024,West Ham United
336,46,2024-04-14,14:00,Premier League,Matchweek 33,Sun,Home,L,0,2,Fulham,0.9,3.2,58.0,62459.0,Łukasz Fabiański,4-2-3-1,4-2-3-1,Stuart Attwell,Match Report,,15.0,4.0,16.2,0.0,0,0,2024,West Ham United
337,48,2024-04-21,15:00,Premier League,Matchweek 34,Sun,Away,L,2,5,Crystal Palace,1.3,2.4,40.0,25145.0,Kurt Zouma,4-2-3-1,3-4-3,Graham Scott,Match Report,,4.0,1.0,10.8,0.0,0,0,2024,West Ham United
339,50,2024-05-05,14:00,Premier League,Matchweek 36,Sun,Away,L,0,5,Chelsea,0.9,4.1,31.0,39295.0,Kurt Zouma,4-2-3-1,4-2-3-1,Andy Madley,Match Report,,13.0,2.0,17.6,2.0,0,0,2024,West Ham United
341,52,2024-05-19,16:00,Premier League,Matchweek 38,Sun,Away,L,1,3,Manchester City,0.4,1.9,29.0,55097.0,Kurt Zouma,3-4-3,4-1-4-1,John Brooks,Match Report,,3.0,2.0,10.3,0.0,0,0,2024,West Ham United
